Tier4,Weight,Portfolio Name
Janus Henderson Hrzn Glb HY Bd I2 USD,0.0400,IWM Model Traditional USD Moderate
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0150,IWM Model Traditional USD Moderate
PIMCO GIS Income Institutional USD Acc,0.0450,IWM Model Traditional USD Moderate
Stt Strt Glbl Trs Bd Idx I USD Acc Hdg,0.1300,IWM Model Traditional USD Moderate
UBS BBG Commodity Index SF ETF USD acc,0.0300,IWM Model Traditional USD Moderate
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0150,IWM Model Traditional USD Moderate
Veritas Asian C USD,0.0150,IWM Model Traditional USD Moderate
Algebris Financial Credit I EUR Acc,0.0750,1 - AlTi Paris Kako Model 
Arcus Japan A Acc EUR H,0.0250,1 - AlTi Paris Kako Model 
BlueBox Funds Global Technology I Acc,0.0600,1 - AlTi Paris Kako Model 
CM-AM Cash ISR IC,0.0175,1 - AlTi Paris Kako Model 
Eagle Capital US Equity R USD Acc,0.0775,1 - AlTi Paris Kako Model 
GAMCO Intl SICAV Merger Arbtrg I (USD),0.1050,1 - AlTi Paris Kako Model 
iShares Core MSCI Europe ETF EUR Acc,0.0700,1 - AlTi Paris Kako Model 
iShares Core MSCI World ETF USD Acc,0.1200,1 - AlTi Paris Kako Model 
iShares Core S&P 500 ETF USD Acc,0.1600,1 - AlTi Paris Kako Model 
iShares iBonds Dec 2028Trm€CorpETFEURAcc,0.0650,1 - AlTi Paris Kako Model 
iShares iBonds Dec 2030Term€CorpETF€Acc,0.1000,1 - AlTi Paris Kako Model 
Janus Henderson EUR AAA CLOActvCrETF€Acc,0.0500,1 - AlTi Paris Kako Model 
PIMCO GIS Income Instl EURH Acc,0.0750,1 - AlTi Paris Kako Model 
AKO Fund Ltd,0.0100,AlTi Hong Kong Endowment
AlTi HK Private Debt,0.0450,AlTi Hong Kong Endowment
AlTi HK Private Equity,0.0500,AlTi Hong Kong Endowment
AlTi HK Real Estate,0.0480,AlTi Hong Kong Endowment
Arcus Japan A Acc USD H,0.0150,AlTi Hong Kong Endowment
BlueBox Funds Global Technology I Acc,0.0350,AlTi Hong Kong Endowment
Brevan Howard Alpha Strategies U4,0.0100,AlTi Hong Kong Endowment
Coatue Long Only,0.0350,AlTi Hong Kong Endowment
DE Shaw Composite International Fund,0.0350,AlTi Hong Kong Endowment
DE Shaw Oculus International Fund,0.0200,AlTi Hong Kong Endowment
Egerton Capital Equity Fund,0.0300,AlTi Hong Kong Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0200,AlTi Hong Kong Endowment
iShares Core MSCI China ETF,0.0100,AlTi Hong Kong Endowment
iShares Select Dividend ETF,0.0150,AlTi Hong Kong Endowment
Kirkoswald Global Macro Fund,0.0200,AlTi Hong Kong Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0300,AlTi Hong Kong Endowment
Morningstar USD 1M Cash TR USD,0.0730,AlTi Hong Kong Endowment
Neuberger Berman GlSr FlRt Inc USD I Acc,0.0500,AlTi Hong Kong Endowment
PIMCO GIS Income Institutional USD Acc,0.0500,AlTi Hong Kong Endowment
Point72 Capital International,0.0200,AlTi Hong Kong Endowment
RA Capital Healthcare,0.0140,AlTi Hong Kong Endowment
SPDR® Gold Shares,0.0350,AlTi Hong Kong Endowment
SPDR® S&P 500® ETF,0.1250,AlTi Hong Kong Endowment
The Children's Investment Fund,0.0350,AlTi Hong Kong Endowment
The Energy Select Sector SPDR® ETF,0.0100,AlTi Hong Kong Endowment
Two Sigma Absolue Return Enhanced Fund,0.0350,AlTi Hong Kong Endowment
US Treasury Note 4.5% due Nov 15 2033,0.0200,AlTi Hong Kong Endowment
Vanguard FTSE Europe ETF,0.0300,AlTi Hong Kong Endowment
Veritas Asian C USD,0.0300,AlTi Hong Kong Endowment
Viking Global Equities,0.0300,AlTi Hong Kong Endowment
WisdomTree Japan Hedged Equity ETF,0.0150,AlTi Hong Kong Endowment
AIA Hedge Fund Strategies - Absolute Return USD,0.1200,AlTi International Balanced Endowment I
AlTi International - PE Composite,0.1500,AlTi International Balanced Endowment I
AlTi-Allianz Private Debt Composite,0.0800,AlTi International Balanced Endowment I
Arcus Japan A Acc JPY,0.0225,AlTi International Balanced Endowment I
Brookfield Infrastructure Income Fund Inc.,0.0400,AlTi International Balanced Endowment I
Coatue Long Only,0.0400,AlTi International Balanced Endowment I
Eagle Capital US Equity R USD Acc,0.0400,AlTi International Balanced Endowment I
Fidelity Inv MM Treasury Instl,0.1000,AlTi International Balanced Endowment I
FT Energy Income Partners Strategy ETF,0.0150,AlTi International Balanced Endowment I
GQG Partners Emerging Mkts Eq I USD Acc,0.0275,AlTi International Balanced Endowment I
iShares Core Global Aggt Bd ETF USD HAcc,0.0800,AlTi International Balanced Endowment I
Life Cycle Global Equity UCITS C USD Acc,0.0250,AlTi International Balanced Endowment I
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0150,AlTi International Balanced Endowment I
The Children's Investment Fund Class G (P.E. Fund),0.0400,AlTi International Balanced Endowment I
UBS Core MSCI Europe UCITS ETF EUR dis,0.0200,AlTi International Balanced Endowment I
Vanguard S&P 500 ETF USD Acc,0.1050,AlTi International Balanced Endowment I
Wellington Glbl Impact Bond USD S Ac,0.0800,AlTi International Balanced Endowment I
AlTi International - Impact PE Composite,0.1500,AlTi International Balanced Impact Endowment I
Avanath Affordable Housing Renaissance Fund LP,0.0400,AlTi International Balanced Impact Endowment I
Brookfield Infrastructure Income Fund Inc.,0.0400,AlTi International Balanced Impact Endowment I
BTG Timber OEF Proforma,0.0400,AlTi International Balanced Impact Endowment I
Fidelity Inv MM Treasury Instl,0.0300,AlTi International Balanced Impact Endowment I
Fundsmith Stewardship Fund I Acc,0.0450,AlTi International Balanced Impact Endowment I
Global Thematic Equity ICAV,0.0800,AlTi International Balanced Impact Endowment I
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.1300,AlTi International Balanced Impact Endowment I
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.0800,AlTi International Balanced Impact Endowment I
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.0300,AlTi International Balanced Impact Endowment I
Janus Henderson Global Sust Eq I Acc,0.0200,AlTi International Balanced Impact Endowment I
Robeco Credit Income D3 USD Dist,0.0500,AlTi International Balanced Impact Endowment I
SCSL Energy Transition Fund,0.0400,AlTi International Balanced Impact Endowment I
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.0300,AlTi International Balanced Impact Endowment I
Wellington Glbl Impact Bond USD S Ac,0.1300,AlTi International Balanced Impact Endowment I
Wellington Global Stewards USD S Acc,0.0650,AlTi International Balanced Impact Endowment I
Brookfield Infrastructure Income Fund Inc.,0.0500,AlTi International Balanced Impact Traditional
BTG Timber OEF Proforma,0.0500,AlTi International Balanced Impact Traditional
Fidelity Inv MM Treasury Instl,0.0300,AlTi International Balanced Impact Traditional
Fundsmith Stewardship Fund I Acc,0.0600,AlTi International Balanced Impact Traditional
Global Thematic Equity ICAV,0.1150,AlTi International Balanced Impact Traditional
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.1350,AlTi International Balanced Impact Traditional
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.1200,AlTi International Balanced Impact Traditional
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.0500,AlTi International Balanced Impact Traditional
Janus Henderson Global Sust Eq I Acc,0.0300,AlTi International Balanced Impact Traditional
Robeco Credit Income D3 USD Dist,0.0500,AlTi International Balanced Impact Traditional
SCSL Energy Transition Fund,0.0500,AlTi International Balanced Impact Traditional
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.0350,AlTi International Balanced Impact Traditional
Wellington Glbl Impact Bond USD S Ac,0.1350,AlTi International Balanced Impact Traditional
Wellington Global Stewards USD S Acc,0.0900,AlTi International Balanced Impact Traditional
Arcus Japan A Acc JPY,0.0250,AlTi International Balanced Traditional
BlueBox Funds Global Technology I Acc,0.0525,AlTi International Balanced Traditional
CIFC Senior Secured Corporate Loan Fund,0.0750,AlTi International Balanced Traditional
Eagle Capital US Equity R USD Acc,0.0650,AlTi International Balanced Traditional
Fidelity Inv MM Treasury Instl,0.0850,AlTi International Balanced Traditional
FT Energy Income Partners Strategy ETF,0.0250,AlTi International Balanced Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0450,AlTi International Balanced Traditional
GQG Partners Global Equity I USD Acc,0.0300,AlTi International Balanced Traditional
iShares Core Global Aggt Bd ETF USD HAcc,0.0825,AlTi International Balanced Traditional
iShares Physical Gold ETC,0.0500,AlTi International Balanced Traditional
Leadenhall UCITS ILS A USD Acc,0.0250,AlTi International Balanced Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0500,AlTi International Balanced Traditional
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0250,AlTi International Balanced Traditional
PIMCO GIS Income Institutional USD Acc,0.0750,AlTi International Balanced Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0400,AlTi International Balanced Traditional
Vanguard S&P 500 ETF USD Acc,0.1425,AlTi International Balanced Traditional
Vontobel TwentyFour StratInc HG Hdg USD,0.0250,AlTi International Balanced Traditional
Wellington Glbl Impact Bond USD S Ac,0.0825,AlTi International Balanced Traditional
Brookfield Infrastructure Income Fund Inc.,0.0500,AlTi International Conservative Impact Traditional
BTG Timber OEF Proforma,0.0500,AlTi International Conservative Impact Traditional
Fidelity Inv MM Treasury Instl,0.0300,AlTi International Conservative Impact Traditional
Fundsmith Stewardship Fund I Acc,0.0350,AlTi International Conservative Impact Traditional
Global Thematic Equity ICAV,0.0750,AlTi International Conservative Impact Traditional
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.2350,AlTi International Conservative Impact Traditional
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.0550,AlTi International Conservative Impact Traditional
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.0300,AlTi International Conservative Impact Traditional
Janus Henderson Global Sust Eq I Acc,0.0250,AlTi International Conservative Impact Traditional
Robeco Credit Income D3 USD Dist,0.0500,AlTi International Conservative Impact Traditional
SCSL Energy Transition Fund,0.0500,AlTi International Conservative Impact Traditional
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.0250,AlTi International Conservative Impact Traditional
Wellington Glbl Impact Bond USD S Ac,0.2350,AlTi International Conservative Impact Traditional
Wellington Global Stewards USD S Acc,0.0550,AlTi International Conservative Impact Traditional
Arcus Japan A Acc JPY,0.0150,AlTi International Conservative Traditional
BlueBox Funds Global Technology I Acc,0.0300,AlTi International Conservative Traditional
BNY Mellon Global Credit USD W Acc,0.0600,AlTi International Conservative Traditional
CIFC Senior Secured Corporate Loan Fund,0.0750,AlTi International Conservative Traditional
Eagle Capital US Equity R USD Acc,0.0525,AlTi International Conservative Traditional
Fidelity Inv MM Treasury Instl,0.1250,AlTi International Conservative Traditional
FT Energy Income Partners Strategy ETF,0.0150,AlTi International Conservative Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0275,AlTi International Conservative Traditional
iShares Core Global Aggt Bd ETF USD HAcc,0.1200,AlTi International Conservative Traditional
iShares Physical Gold ETC,0.0750,AlTi International Conservative Traditional
Leadenhall UCITS ILS A USD Acc,0.0250,AlTi International Conservative Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0300,AlTi International Conservative Traditional
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0150,AlTi International Conservative Traditional
PIMCO GIS Income Institutional USD Acc,0.0750,AlTi International Conservative Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0250,AlTi International Conservative Traditional
Vanguard S&P 500 ETF USD Acc,0.0900,AlTi International Conservative Traditional
Vontobel TwentyFour StratInc HG Hdg USD,0.0250,AlTi International Conservative Traditional
Wellington Glbl Impact Bond USD S Ac,0.1200,AlTi International Conservative Traditional
Brookfield Infrastructure Income Fund Inc.,0.0500,AlTi International Defensive Impact Traditional
BTG Timber OEF Proforma,0.0500,AlTi International Defensive Impact Traditional
Fidelity Inv MM Treasury Instl,0.0300,AlTi International Defensive Impact Traditional
Fundsmith Stewardship Fund I Acc,0.0200,AlTi International Defensive Impact Traditional
Global Thematic Equity ICAV,0.0350,AlTi International Defensive Impact Traditional
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.3100,AlTi International Defensive Impact Traditional
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.0200,AlTi International Defensive Impact Traditional
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.0150,AlTi International Defensive Impact Traditional
Janus Henderson Global Sust Eq I Acc,0.0150,AlTi International Defensive Impact Traditional
Robeco Credit Income D3 USD Dist,0.0500,AlTi International Defensive Impact Traditional
SCSL Energy Transition Fund,0.0500,AlTi International Defensive Impact Traditional
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.0150,AlTi International Defensive Impact Traditional
Wellington Glbl Impact Bond USD S Ac,0.3100,AlTi International Defensive Impact Traditional
Wellington Global Stewards USD S Acc,0.0300,AlTi International Defensive Impact Traditional
Arcus Japan A Acc JPY,0.0100,AlTi International Defensive Traditional
BlueBox Funds Global Technology I Acc,0.0150,AlTi International Defensive Traditional
BNY Mellon Global Credit USD W Acc,0.0500,AlTi International Defensive Traditional
CIFC Senior Secured Corporate Loan Fund,0.0750,AlTi International Defensive Traditional
Eagle Capital US Equity R USD Acc,0.0225,AlTi International Defensive Traditional
Fidelity Inv MM Treasury Instl,0.1650,AlTi International Defensive Traditional
FT Energy Income Partners Strategy ETF,0.0075,AlTi International Defensive Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0100,AlTi International Defensive Traditional
iShares Core Global Aggt Bd ETF USD HAcc,0.1800,AlTi International Defensive Traditional
iShares Physical Gold ETC,0.0750,AlTi International Defensive Traditional
Leadenhall UCITS ILS A USD Acc,0.0250,AlTi International Defensive Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0150,AlTi International Defensive Traditional
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0100,AlTi International Defensive Traditional
PIMCO GIS Income Institutional USD Acc,0.0500,AlTi International Defensive Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0150,AlTi International Defensive Traditional
Vanguard S&P 500 ETF USD Acc,0.0450,AlTi International Defensive Traditional
Vontobel TwentyFour StratInc HG Hdg USD,0.0500,AlTi International Defensive Traditional
Wellington Glbl Impact Bond USD S Ac,0.1800,AlTi International Defensive Traditional
AIA Hedge Fund Strategies - Absolute Return EUR,0.1200,AlTi International EUR Balanced Quasi-Endowment
AlTi-Allianz Private Debt EUR Composite,0.0800,AlTi International EUR Balanced Quasi-Endowment
Arcus Japan A Acc JPY,0.0325,AlTi International EUR Balanced Quasi-Endowment
BlackRock ICS Euro Liq Prem Acc EUR,0.1000,AlTi International EUR Balanced Quasi-Endowment
Brookfield Infrastructure Income Fund Inc. EUR,0.0400,AlTi International EUR Balanced Quasi-Endowment
Coatue Long Only,0.0450,AlTi International EUR Balanced Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0550,AlTi International EUR Balanced Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0225,AlTi International EUR Balanced Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0375,AlTi International EUR Balanced Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0250,AlTi International EUR Balanced Quasi-Endowment
iShares Core Global Aggt Bd ETF EUR HAcc,0.0800,AlTi International EUR Balanced Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0300,AlTi International EUR Balanced Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0250,AlTi International EUR Balanced Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0450,AlTi International EUR Balanced Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0300,AlTi International EUR Balanced Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.1525,AlTi International EUR Balanced Quasi-Endowment
Wellington Glbl Impact Bond EUR S AcH,0.0800,AlTi International EUR Balanced Quasi-Endowment
Arcus Japan A Acc JPY,0.0250,AlTi International EUR Balanced Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.0850,AlTi International EUR Balanced Traditional
BlueBox Funds Global Technology I Acc,0.0525,AlTi International EUR Balanced Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0500,AlTi International EUR Balanced Traditional
Eagle Capital US Equity R USD Acc,0.0650,AlTi International EUR Balanced Traditional
FT Energy Income Partners Strategy ETF,0.0250,AlTi International EUR Balanced Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0450,AlTi International EUR Balanced Traditional
GQG Partners Global Equity I USD Acc,0.0300,AlTi International EUR Balanced Traditional
iShares Core Global Aggt Bd ETF EUR HAcc,0.0825,AlTi International EUR Balanced Traditional
iShares Physical Gold ETC,0.0500,AlTi International EUR Balanced Traditional
Leadenhall UCITS ILS Fund EUR,0.0250,AlTi International EUR Balanced Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0500,AlTi International EUR Balanced Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0250,AlTi International EUR Balanced Traditional
PIMCO GIS Income Instl EURH Acc,0.0500,AlTi International EUR Balanced Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0500,AlTi International EUR Balanced Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0400,AlTi International EUR Balanced Traditional
Vanguard S&P 500 ETF USD Acc,0.1425,AlTi International EUR Balanced Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0250,AlTi International EUR Balanced Traditional
Wellington Glbl Impact Bond EUR S AcH,0.0825,AlTi International EUR Balanced Traditional
Arcus Japan A Acc JPY,0.0150,AlTi International EUR Conservative Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.1250,AlTi International EUR Conservative Traditional
BlueBox Funds Global Technology I Acc,0.0300,AlTi International EUR Conservative Traditional
BNY Mellon Global Credit EUR I Acc H,0.0600,AlTi International EUR Conservative Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0500,AlTi International EUR Conservative Traditional
Eagle Capital US Equity R USD Acc,0.0525,AlTi International EUR Conservative Traditional
FT Energy Income Partners Strategy ETF,0.0150,AlTi International EUR Conservative Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0275,AlTi International EUR Conservative Traditional
iShares Core Global Aggt Bd ETF EUR HAcc,0.1200,AlTi International EUR Conservative Traditional
iShares Physical Gold ETC,0.0750,AlTi International EUR Conservative Traditional
Leadenhall UCITS ILS Fund EUR,0.0250,AlTi International EUR Conservative Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0300,AlTi International EUR Conservative Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0150,AlTi International EUR Conservative Traditional
PIMCO GIS Income Instl EURH Acc,0.0500,AlTi International EUR Conservative Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0500,AlTi International EUR Conservative Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0250,AlTi International EUR Conservative Traditional
Vanguard S&P 500 ETF USD Acc,0.0900,AlTi International EUR Conservative Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0250,AlTi International EUR Conservative Traditional
Wellington Glbl Impact Bond EUR S AcH,0.1200,AlTi International EUR Conservative Traditional
Arcus Japan A Acc JPY,0.0100,AlTi International EUR Defensive Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.1650,AlTi International EUR Defensive Traditional
BlueBox Funds Global Technology I Acc,0.0150,AlTi International EUR Defensive Traditional
BNY Mellon Global Credit EUR I Acc H,0.0500,AlTi International EUR Defensive Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0500,AlTi International EUR Defensive Traditional
Eagle Capital US Equity R USD Acc,0.0225,AlTi International EUR Defensive Traditional
FT Energy Income Partners Strategy ETF,0.0075,AlTi International EUR Defensive Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0100,AlTi International EUR Defensive Traditional
iShares Core Global Aggt Bd ETF EUR HAcc,0.1800,AlTi International EUR Defensive Traditional
iShares Physical Gold ETC,0.0750,AlTi International EUR Defensive Traditional
Leadenhall UCITS ILS Fund EUR,0.0250,AlTi International EUR Defensive Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0150,AlTi International EUR Defensive Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0100,AlTi International EUR Defensive Traditional
PIMCO GIS Income Instl EURH Acc,0.0250,AlTi International EUR Defensive Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0500,AlTi International EUR Defensive Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0150,AlTi International EUR Defensive Traditional
Vanguard S&P 500 ETF USD Acc,0.0450,AlTi International EUR Defensive Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0500,AlTi International EUR Defensive Traditional
Wellington Glbl Impact Bond EUR S AcH,0.1800,AlTi International EUR Defensive Traditional
AIA Hedge Fund Strategies - Absolute Return EUR,0.1200,AlTi International EUR Growth Quasi-Endowment
AlTi-Allianz Private Debt EUR Composite,0.0800,AlTi International EUR Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0475,AlTi International EUR Growth Quasi-Endowment
BlackRock ICS Euro Liq Prem Acc EUR,0.0400,AlTi International EUR Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc. EUR,0.0400,AlTi International EUR Growth Quasi-Endowment
Coatue Long Only,0.0600,AlTi International EUR Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0775,AlTi International EUR Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0300,AlTi International EUR Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0450,AlTi International EUR Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0325,AlTi International EUR Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0500,AlTi International EUR Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0350,AlTi International EUR Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0600,AlTi International EUR Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0450,AlTi International EUR Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.2175,AlTi International EUR Growth Quasi-Endowment
Wellington Glbl Impact Bond EUR S AcH,0.0200,AlTi International EUR Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0350,AlTi International EUR Growth Traditional
BGF Continental Eurp Flex D2,0.0300,AlTi International EUR Growth Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.0400,AlTi International EUR Growth Traditional
BlueBox Funds Global Technology I Acc,0.0700,AlTi International EUR Growth Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0500,AlTi International EUR Growth Traditional
Eagle Capital US Equity R USD Acc,0.0625,AlTi International EUR Growth Traditional
FT Energy Income Partners Strategy ETF,0.0350,AlTi International EUR Growth Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0600,AlTi International EUR Growth Traditional
GQG Partners Global Equity I USD Acc,0.0525,AlTi International EUR Growth Traditional
iShares Physical Gold ETC,0.0500,AlTi International EUR Growth Traditional
Leadenhall UCITS ILS Fund EUR,0.0250,AlTi International EUR Growth Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0700,AlTi International EUR Growth Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0350,AlTi International EUR Growth Traditional
PIMCO GIS Income Instl EURH Acc,0.0500,AlTi International EUR Growth Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0500,AlTi International EUR Growth Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0300,AlTi International EUR Growth Traditional
Vanguard S&P 500 ETF USD Acc,0.2200,AlTi International EUR Growth Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0250,AlTi International EUR Growth Traditional
Wellington Glbl Impact Bond EUR S AcH,0.0100,AlTi International EUR Growth Traditional
AIA Hedge Fund Strategies - Absolute Return EUR,0.0750,AlTi International EUR LT Growth Quasi-Endowment
AlTi-Allianz Private Debt (EUR),0.0500,AlTi International EUR LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0525,AlTi International EUR LT Growth Quasi-Endowment
BlackRock ICS Euro Liq Prem Acc EUR,0.0400,AlTi International EUR LT Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc. EUR,0.0250,AlTi International EUR LT Growth Quasi-Endowment
Coatue Long Only,0.0675,AlTi International EUR LT Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0900,AlTi International EUR LT Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0350,AlTi International EUR LT Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0500,AlTi International EUR LT Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0375,AlTi International EUR LT Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0600,AlTi International EUR LT Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0400,AlTi International EUR LT Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0675,AlTi International EUR LT Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0500,AlTi International EUR LT Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.2500,AlTi International EUR LT Growth Quasi-Endowment
Wellington Glbl Impact Bond EUR S AcH,0.0100,AlTi International EUR LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0400,AlTi International EUR LT Growth Traditional
BGF Continental Eurp Flex D2,0.0300,AlTi International EUR LT Growth Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.0400,AlTi International EUR LT Growth Traditional
BlueBox Funds Global Technology I Acc,0.0825,AlTi International EUR LT Growth Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0333,AlTi International EUR LT Growth Traditional
Eagle Capital US Equity R USD Acc,0.0650,AlTi International EUR LT Growth Traditional
FT Energy Income Partners Strategy ETF,0.0400,AlTi International EUR LT Growth Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.0700,AlTi International EUR LT Growth Traditional
GQG Partners Global Equity I USD Acc,0.0600,AlTi International EUR LT Growth Traditional
iShares Physical Gold ETC,0.0500,AlTi International EUR LT Growth Traditional
Life Cycle Global Equity UCITS C USD Acc,0.0800,AlTi International EUR LT Growth Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0400,AlTi International EUR LT Growth Traditional
PIMCO GIS Income Instl EURH Acc,0.0200,AlTi International EUR LT Growth Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0334,AlTi International EUR LT Growth Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.0400,AlTi International EUR LT Growth Traditional
Vanguard S&P 500 ETF USD Acc,0.2525,AlTi International EUR LT Growth Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0133,AlTi International EUR LT Growth Traditional
Wellington Glbl Impact Bond EUR S AcH,0.0100,AlTi International EUR LT Growth Traditional
AIA Hedge Fund Strategies - Absolute Return EUR,0.1200,AlTi International EUR Moderate Growth Quasi-Endowment
AlTi-Allianz Private Debt EUR Composite,0.0800,AlTi International EUR Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0400,AlTi International EUR Moderate Growth Quasi-Endowment
BlackRock ICS Euro Liq Prem Acc EUR,0.0700,AlTi International EUR Moderate Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc. EUR,0.0400,AlTi International EUR Moderate Growth Quasi-Endowment
Coatue Long Only,0.0525,AlTi International EUR Moderate Growth Quasi-Endowment
